Code;impact_code;Impacts ;Type of impact;type_s;Drivers;driver_s;Area_NS;Risk;Consequences;Exposure;Fishery;Mediterranean area;Area
1308;12;Cost of post-harvesting (preservation);Fishing operations;FO;Increase in SST;SST;North;1;1;1;Demersal;Eastern;Eastern (North)
1309;13;Integrity of fishing assets (gears, vessels);Fishing operations;FO;Increase in SST;SST;North;1;1;1;Demersal;Eastern;Eastern (North)
1310;14;Efficiency of gears;Fishing operations;FO;Increase in SST;SST;North;1;1;1;Demersal;Eastern;Eastern (North)
1311;15;Fishing trips/days at sea;Fishing operations;FO;Increase in SST;SST;North;4;2;2;Demersal;Eastern;Eastern (North)
1312;16;Landing value;Communities and livelihoods;CL;Increase in SST;SST;North;12;3;4;Demersal;Eastern;Eastern (North)
1313;17;Employment rate female;Communities and livelihoods;CL;Increase in SST;SST;North;4;2;2;Demersal;Eastern;Eastern (North)
1314;18;Employment rate male;Communities and livelihoods;CL;Increase in SST;SST;North;9;3;3;Demersal;Eastern;Eastern (North)
1315;19;Contribution of fish products to food security;Communities and livelihoods;CL;Increase in SST;SST;North;4;2;2;Demersal;Eastern;Eastern (North)
1316;20;Safety of (coastal) communities;Communities and livelihoods;CL;Increase in SST;SST;North;1;1;1;Demersal;Eastern;Eastern (North)
1317;21;Cultural and heritage;Communities and livelihoods;CL;Increase in SST;SST;North;9;3;3;Demersal;Eastern;Eastern (North)
1318;22;Market opportunities (non-native species);Communities and livelihoods;CL;Increase in SST;SST;North;12;3;4;Demersal;Eastern;Eastern (North)
1319;23;Health issues;Wider society and economy implications;WS;Increase in SST;SST;North;1;1;1;Demersal;Eastern;Eastern (North)
1320;24;Food security;Wider society and economy implications;WS;Increase in SST;SST;North;1;1;1;Demersal;Eastern;Eastern (North)
1321;25;Recreational fisheries;Wider society and economy implications;WS;Increase in SST;SST;North;1;1;1;Demersal;Eastern;Eastern (North)
1322;26;National income;Wider society and economy implications;WS;Increase in SST;SST;North;1;1;1;Demersal;Eastern;Eastern (North)
1323;27;Tourism activities;Wider society and economy implications;WS;Increase in SST;SST;North;1;1;1;Demersal;Eastern;Eastern (North)
1324;1;Catches composition;Fisheries resources;FR;Increase in salinity;Sal;North;1;1;1;Demersal;Eastern;Eastern (North)
1325;2;Species geographic distribution;Fisheries resources;FR;Increase in salinity;Sal;North;1;1;1;Demersal;Eastern;Eastern (North)
1326;3;Species bathymetric distribution;Fisheries resources;FR;Increase in salinity;Sal;North;1;1;1;Demersal;Eastern;Eastern (North)
1327;4;Trends in abundance/biomass;Fisheries resources;FR;Increase in salinity;Sal;North;1;1;1;Demersal;Eastern;Eastern (North)
1328;5;Abundance variability/changes year-class strength (including larval survival);Fisheries resources;FR;Increase in salinity;Sal;North;4;2;2;Demersal;Eastern;Eastern (North)
1329;6;Species phenology;Fisheries resources;FR;Increase in salinity;Sal;North;1;1;1;Demersal;Eastern;Eastern (North)
1330;7;Trophic structure;Fisheries resources;FR;Increase in salinity;Sal;North;1;1;1;Demersal;Eastern;Eastern (North)
1331;8;Life history traits (growth, reproduction);Fisheries resources;FR;Increase in salinity;Sal;North;4;2;2;Demersal;Eastern;Eastern (North)
1332;9;Migration patterns of targets species (timing and routes);Fisheries resources;FR;Increase in salinity;Sal;North;1;1;1;Demersal;Eastern;Eastern (North)
1333;10;Presence of non-native species;Fisheries resources;FR;Increase in salinity;Sal;North;1;1;1;Demersal;Eastern;Eastern (North)
1334;11;Fishers working conditions/number of accidents at sea;Fishing operations;FO;Increase in salinity;Sal;North;1;1;1;Demersal;Eastern;Eastern (North)
1335;12;Cost of post-harvesting (preservation);Fishing operations;FO;Increase in salinity;Sal;North;1;1;1;Demersal;Eastern;Eastern (North)
1336;13;Integrity of fishing assets (gears, vessels);Fishing operations;FO;Increase in salinity;Sal;North;1;1;1;Demersal;Eastern;Eastern (North)
1337;14;Efficiency of gears;Fishing operations;FO;Increase in salinity;Sal;North;1;1;1;Demersal;Eastern;Eastern (North)
1338;15;Fishing trips/days at sea;Fishing operations;FO;Increase in salinity;Sal;North;1;1;1;Demersal;Eastern;Eastern (North)
1339;16;Landing value;Communities and livelihoods;CL;Increase in salinity;Sal;North;1;1;1;Demersal;Eastern;Eastern (North)
1340;17;Employment rate female;Communities and livelihoods;CL;Increase in salinity;Sal;North;1;1;1;Demersal;Eastern;Eastern (North)
1341;18;Employment rate male;Communities and livelihoods;CL;Increase in salinity;Sal;North;1;1;1;Demersal;Eastern;Eastern (North)
1342;19;Contribution of fish products to food security;Communities and livelihoods;CL;Increase in salinity;Sal;North;1;1;1;Demersal;Eastern;Eastern (North)
1343;20;Safety of (coastal) communities;Communities and livelihoods;CL;Increase in salinity;Sal;North;1;1;1;Demersal;Eastern;Eastern (North)
1344;21;Cultural and heritage;Communities and livelihoods;CL;Increase in salinity;Sal;North;1;1;1;Demersal;Eastern;Eastern (North)
1345;22;Market opportunities (non-native species);Communities and livelihoods;CL;Increase in salinity;Sal;North;1;1;1;Demersal;Eastern;Eastern (North)
1346;23;Health issues;Wider society and economy implications;WS;Increase in salinity;Sal;North;1;1;1;Demersal;Eastern;Eastern (North)
1347;24;Food security;Wider society and economy implications;WS;Increase in salinity;Sal;North;1;1;1;Demersal;Eastern;Eastern (North)
1348;25;Recreational fisheries;Wider society and economy implications;WS;Increase in salinity;Sal;North;1;1;1;Demersal;Eastern;Eastern (North)
1349;26;National income;Wider society and economy implications;WS;Increase in salinity;Sal;North;1;1;1;Demersal;Eastern;Eastern (North)
1350;27;Tourism activities;Wider society and economy implications;WS;Increase in salinity;Sal;North;1;1;1;Demersal;Eastern;Eastern (North)
1351;1;Catches composition;Fisheries resources;FR;Increase in frequency of heat waves;HW;North;4;2;2;Demersal;Eastern;Eastern (North)
1352;2;Species geographic distribution;Fisheries resources;FR;Increase in frequency of heat waves;HW;North;4;2;2;Demersal;Eastern;Eastern (North)
1353;3;Species bathymetric distribution;Fisheries resources;FR;Increase in frequency of heat waves;HW;North;1;1;1;Demersal;Eastern;Eastern (North)
1354;4;Trends in abundance/biomass;Fisheries resources;FR;Increase in frequency of heat waves;HW;North;1;1;1;Demersal;Eastern;Eastern (North)
1355;5;Abundance variability/changes year-class strength (including larval survival);Fisheries resources;FR;Increase in frequency of heat waves;HW;North;6;3;2;Demersal;Eastern;Eastern (North)
1356;6;Species phenology;Fisheries resources;FR;Increase in frequency of heat waves;HW;North;6;2;3;Demersal;Eastern;Eastern (North)
1357;7;Trophic structure;Fisheries resources;FR;Increase in frequency of heat waves;HW;North;2;1;2;Demersal;Eastern;Eastern (North)
1358;8;Life history traits (growth, reproduction);Fisheries resources;FR;Increase in frequency of heat waves;HW;North;4;2;2;Demersal;Eastern;Eastern (North)
1359;9;Migration patterns of targets species (timing and routes);Fisheries resources;FR;Increase in frequency of heat waves;HW;North;1;1;1;Demersal;Eastern;Eastern (North)
1360;10;Presence of non-native species;Fisheries resources;FR;Increase in frequency of heat waves;HW;North;6;2;3;Demersal;Eastern;Eastern (North)
1361;11;Fishers working conditions/number of accidents at sea;Fishing operations;FO;Increase in frequency of heat waves;HW;North;16;4;4;Demersal;Eastern;Eastern (North)
1362;12;Cost of post-harvesting (preservation);Fishing operations;FO;Increase in frequency of heat waves;HW;North;1;1;1;Demersal;Eastern;Eastern (North)
1363;13;Integrity of fishing assets (gears, vessels);Fishing operations;FO;Increase in frequency of heat waves;HW;North;1;1;1;Demersal;Eastern;Eastern (North)
1364;14;Efficiency of gears;Fishing operations;FO;Increase in frequency of heat waves;HW;North;1;1;1;Demersal;Eastern;Eastern (North)
1365;15;Fishing trips/days at sea;Fishing operations;FO;Increase in frequency of heat waves;HW;North;4;2;2;Demersal;Eastern;Eastern (North)
1366;16;Landing value;Communities and livelihoods;CL;Increase in frequency of heat waves;HW;North;4;2;2;Demersal;Eastern;Eastern (North)
1367;17;Employment rate female;Communities and livelihoods;CL;Increase in frequency of heat waves;HW;North;2;1;2;Demersal;Eastern;Eastern (North)
1368;18;Employment rate male;Communities and livelihoods;CL;Increase in frequency of heat waves;HW;North;4;2;2;Demersal;Eastern;Eastern (North)
1369;19;Contribution of fish products to food security;Communities and livelihoods;CL;Increase in frequency of heat waves;HW;North;1;1;1;Demersal;Eastern;Eastern (North)
1370;20;Safety of (coastal) communities;Communities and livelihoods;CL;Increase in frequency of heat waves;HW;North;1;1;1;Demersal;Eastern;Eastern (North)
1371;21;Cultural and heritage;Communities and livelihoods;CL;Increase in frequency of heat waves;HW;North;6;2;3;Demersal;Eastern;Eastern (North)
1372;22;Market opportunities (non-native species);Communities and livelihoods;CL;Increase in frequency of heat waves;HW;North;9;3;3;Demersal;Eastern;Eastern (North)
1373;23;Health issues;Wider society and economy implications;WS;Increase in frequency of heat waves;HW;North;1;1;1;Demersal;Eastern;Eastern (North)
1374;24;Food security;Wider society and economy implications;WS;Increase in frequency of heat waves;HW;North;1;1;1;Demersal;Eastern;Eastern (North)
1375;25;Recreational fisheries;Wider society and economy implications;WS;Increase in frequency of heat waves;HW;North;1;1;1;Demersal;Eastern;Eastern (North)
1376;26;National income;Wider society and economy implications;WS;Increase in frequency of heat waves;HW;North;1;1;1;Demersal;Eastern;Eastern (North)
1377;27;Tourism activities;Wider society and economy implications;WS;Increase in frequency of heat waves;HW;North;6;3;2;Demersal;Eastern;Eastern (North)
1378;1;Catches composition;Fisheries resources;FR;Change in precipitation-runoff;PRE;North;4;2;2;Demersal;Eastern;Eastern (North)
1379;2;Species geographic distribution;Fisheries resources;FR;Change in precipitation-runoff;PRE;North;9;3;3;Demersal;Eastern;Eastern (North)
1380;3;Species bathymetric distribution;Fisheries resources;FR;Change in precipitation-runoff;PRE;North;9;3;3;Demersal;Eastern;Eastern (North)
1381;4;Trends in abundance/biomass;Fisheries resources;FR;Change in precipitation-runoff;PRE;North;9;3;3;Demersal;Eastern;Eastern (North)
1382;5;Abundance variability/changes year-class strength (including larval survival);Fisheries resources;FR;Change in precipitation-runoff;PRE;North;16;4;4;Demersal;Eastern;Eastern (North)
1383;6;Species phenology;Fisheries resources;FR;Change in precipitation-runoff;PRE;North;4;2;2;Demersal;Eastern;Eastern (North)
1384;7;Trophic structure;Fisheries resources;FR;Change in precipitation-runoff;PRE;North;12;3;4;Demersal;Eastern;Eastern (North)
1385;8;Life history traits (growth, reproduction);Fisheries resources;FR;Change in precipitation-runoff;PRE;North;9;3;3;Demersal;Eastern;Eastern (North)
1386;9;Migration patterns of targets species (timing and routes);Fisheries resources;FR;Change in precipitation-runoff;PRE;North;9;3;3;Demersal;Eastern;Eastern (North)
1387;10;Presence of non-native species;Fisheries resources;FR;Change in precipitation-runoff;PRE;North;6;2;3;Demersal;Eastern;Eastern (North)
1388;11;Fishers working conditions/number of accidents at sea;Fishing operations;FO;Change in precipitation-runoff;PRE;North;1;1;1;Demersal;Eastern;Eastern (North)
1389;12;Cost of post-harvesting (preservation);Fishing operations;FO;Change in precipitation-runoff;PRE;North;1;1;1;Demersal;Eastern;Eastern (North)
1390;13;Integrity of fishing assets (gears, vessels);Fishing operations;FO;Change in precipitation-runoff;PRE;North;1;1;1;Demersal;Eastern;Eastern (North)
1391;14;Efficiency of gears;Fishing operations;FO;Change in precipitation-runoff;PRE;North;4;2;2;Demersal;Eastern;Eastern (North)
1392;15;Fishing trips/days at sea;Fishing operations;FO;Change in precipitation-runoff;PRE;North;2;2;1;Demersal;Eastern;Eastern (North)
1393;16;Landing value;Communities and livelihoods;CL;Change in precipitation-runoff;PRE;North;4;2;2;Demersal;Eastern;Eastern (North)
1394;17;Employment rate female;Communities and livelihoods;CL;Change in precipitation-runoff;PRE;North;2;2;1;Demersal;Eastern;Eastern (North)
1395;18;Employment rate male;Communities and livelihoods;CL;Change in precipitation-runoff;PRE;North;2;2;1;Demersal;Eastern;Eastern (North)
1396;19;Contribution of fish products to food security;Communities and livelihoods;CL;Change in precipitation-runoff;PRE;North;1;1;1;Demersal;Eastern;Eastern (North)
1397;20;Safety of (coastal) communities;Communities and livelihoods;CL;Change in precipitation-runoff;PRE;North;1;1;1;Demersal;Eastern;Eastern (North)
1398;21;Cultural and heritage;Communities and livelihoods;CL;Change in precipitation-runoff;PRE;North;6;3;2;Demersal;Eastern;Eastern (North)
1399;22;Market opportunities (non-native species);Communities and livelihoods;CL;Change in precipitation-runoff;PRE;North;2;1;2;Demersal;Eastern;Eastern (North)
1400;23;Health issues;Wider society and economy implications;WS;Change in precipitation-runoff;PRE;North;1;1;1;Demersal;Eastern;Eastern (North)
1401;24;Food security;Wider society and economy implications;WS;Change in precipitation-runoff;PRE;North;1;1;1;Demersal;Eastern;Eastern (North)
1402;25;Recreational fisheries;Wider society and economy implications;WS;Change in precipitation-runoff;PRE;North;1;1;1;Demersal;Eastern;Eastern (North)
1403;26;National income;Wider society and economy implications;WS;Change in precipitation-runoff;PRE;North;1;1;1;Demersal;Eastern;Eastern (North)
1404;27;Tourism activities;Wider society and economy implications;WS;Change in precipitation-runoff;PRE;North;1;1;1;Demersal;Eastern;Eastern (North)
1405;1;Catches composition;Fisheries resources;FR;Sea level rise;SL;North;1;1;1;Demersal;Eastern;Eastern (North)
1406;2;Species geographic distribution;Fisheries resources;FR;Sea level rise;SL;North;1;1;1;Demersal;Eastern;Eastern (North)
1407;3;Species bathymetric distribution;Fisheries resources;FR;Sea level rise;SL;North;1;1;1;Demersal;Eastern;Eastern (North)
1408;4;Trends in abundance/biomass;Fisheries resources;FR;Sea level rise;SL;North;1;1;1;Demersal;Eastern;Eastern (North)
1409;5;Abundance variability/changes year-class strength (including larval survival);Fisheries resources;FR;Sea level rise;SL;North;1;1;1;Demersal;Eastern;Eastern (North)
1410;6;Species phenology;Fisheries resources;FR;Sea level rise;SL;North;1;1;1;Demersal;Eastern;Eastern (North)
1411;7;Trophic structure;Fisheries resources;FR;Sea level rise;SL;North;1;1;1;Demersal;Eastern;Eastern (North)
1412;8;Life history traits (growth, reproduction);Fisheries resources;FR;Sea level rise;SL;North;1;1;1;Demersal;Eastern;Eastern (North)
1413;9;Migration patterns of targets species (timing and routes);Fisheries resources;FR;Sea level rise;SL;North;1;1;1;Demersal;Eastern;Eastern (North)
1414;10;Presence of non-native species;Fisheries resources;FR;Sea level rise;SL;North;1;1;1;Demersal;Eastern;Eastern (North)
1415;11;Fishers working conditions/number of accidents at sea;Fishing operations;FO;Sea level rise;SL;North;1;1;1;Demersal;Eastern;Eastern (North)
1416;12;Cost of post-harvesting (preservation);Fishing operations;FO;Sea level rise;SL;North;1;1;1;Demersal;Eastern;Eastern (North)
1417;13;Integrity of fishing assets (gears, vessels);Fishing operations;FO;Sea level rise;SL;North;1;1;1;Demersal;Eastern;Eastern (North)
1418;14;Efficiency of gears;Fishing operations;FO;Sea level rise;SL;North;1;1;1;Demersal;Eastern;Eastern (North)
1419;15;Fishing trips/days at sea;Fishing operations;FO;Sea level rise;SL;North;1;1;1;Demersal;Eastern;Eastern (North)
1420;16;Landing value;Communities and livelihoods;CL;Sea level rise;SL;North;1;1;1;Demersal;Eastern;Eastern (North)
1421;17;Employment rate female;Communities and livelihoods;CL;Sea level rise;SL;North;1;1;1;Demersal;Eastern;Eastern (North)
1422;18;Employment rate male;Communities and livelihoods;CL;Sea level rise;SL;North;1;1;1;Demersal;Eastern;Eastern (North)
1423;19;Contribution of fish products to food security;Communities and livelihoods;CL;Sea level rise;SL;North;1;1;1;Demersal;Eastern;Eastern (North)
1424;20;Safety of (coastal) communities;Communities and livelihoods;CL;Sea level rise;SL;North;1;1;1;Demersal;Eastern;Eastern (North)
1425;21;Cultural and heritage;Communities and livelihoods;CL;Sea level rise;SL;North;1;1;1;Demersal;Eastern;Eastern (North)
1426;22;Market opportunities (non-native species);Communities and livelihoods;CL;Sea level rise;SL;North;1;1;1;Demersal;Eastern;Eastern (North)
1427;23;Health issues;Wider society and economy implications;WS;Sea level rise;SL;North;1;1;1;Demersal;Eastern;Eastern (North)
1428;24;Food security;Wider society and economy implications;WS;Sea level rise;SL;North;1;1;1;Demersal;Eastern;Eastern (North)
1429;25;Recreational fisheries;Wider society and economy implications;WS;Sea level rise;SL;North;1;1;1;Demersal;Eastern;Eastern (North)
1430;26;National income;Wider society and economy implications;WS;Sea level rise;SL;North;1;1;1;Demersal;Eastern;Eastern (North)
1431;27;Tourism activities;Wider society and economy implications;WS;Sea level rise;SL;North;1;1;1;Demersal;Eastern;Eastern (North)
1432;1;Catches composition;Fisheries resources;FR;Vertical mixing/stratification;STR;North;9;3;3;Demersal;Eastern;Eastern (North)
1433;2;Species geographic distribution;Fisheries resources;FR;Vertical mixing/stratification;STR;North;4;2;2;Demersal;Eastern;Eastern (North)
1434;3;Species bathymetric distribution;Fisheries resources;FR;Vertical mixing/stratification;STR;North;6;3;2;Demersal;Eastern;Eastern (North)
1435;4;Trends in abundance/biomass;Fisheries resources;FR;Vertical mixing/stratification;STR;North;9;3;3;Demersal;Eastern;Eastern (North)
1436;5;Abundance variability/changes year-class strength (including larval survival);Fisheries resources;FR;Vertical mixing/stratification;STR;North;16;4;4;Demersal;Eastern;Eastern (North)
1437;6;Species phenology;Fisheries resources;FR;Vertical mixing/stratification;STR;North;4;2;2;Demersal;Eastern;Eastern (North)
1438;7;Trophic structure;Fisheries resources;FR;Vertical mixing/stratification;STR;North;9;3;3;Demersal;Eastern;Eastern (North)
1439;8;Life history traits (growth, reproduction);Fisheries resources;FR;Vertical mixing/stratification;STR;North;6;3;2;Demersal;Eastern;Eastern (North)
1440;9;Migration patterns of targets species (timing and routes);Fisheries resources;FR;Vertical mixing/stratification;STR;North;4;2;2;Demersal;Eastern;Eastern (North)
1441;10;Presence of non-native species;Fisheries resources;FR;Vertical mixing/stratification;STR;North;4;2;2;Demersal;Eastern;Eastern (North)
1442;11;Fishers working conditions/number of accidents at sea;Fishing operations;FO;Vertical mixing/stratification;STR;North;1;1;1;Demersal;Eastern;Eastern (North)
1443;12;Cost of post-harvesting (preservation);Fishing operations;FO;Vertical mixing/stratification;STR;North;1;1;1;Demersal;Eastern;Eastern (North)
1444;13;Integrity of fishing assets (gears, vessels);Fishing operations;FO;Vertical mixing/stratification;STR;North;1;1;1;Demersal;Eastern;Eastern (North)
1445;14;Efficiency of gears;Fishing operations;FO;Vertical mixing/stratification;STR;North;6;3;2;Demersal;Eastern;Eastern (North)
1446;15;Fishing trips/days at sea;Fishing operations;FO;Vertical mixing/stratification;STR;North;9;3;3;Demersal;Eastern;Eastern (North)
1447;16;Landing value;Communities and livelihoods;CL;Vertical mixing/stratification;STR;North;12;3;4;Demersal;Eastern;Eastern (North)
1448;17;Employment rate female;Communities and livelihoods;CL;Vertical mixing/stratification;STR;North;4;2;2;Demersal;Eastern;Eastern (North)
1449;18;Employment rate male;Communities and livelihoods;CL;Vertical mixing/stratification;STR;North;6;2;3;Demersal;Eastern;Eastern (North)
1450;19;Contribution of fish products to food security;Communities and livelihoods;CL;Vertical mixing/stratification;STR;North;1;1;1;Demersal;Eastern;Eastern (North)
1451;20;Safety of (coastal) communities;Communities and livelihoods;CL;Vertical mixing/stratification;STR;North;1;1;1;Demersal;Eastern;Eastern (North)
1452;21;Cultural and heritage;Communities and livelihoods;CL;Vertical mixing/stratification;STR;North;9;3;3;Demersal;Eastern;Eastern (North)
1453;22;Market opportunities (non-native species);Communities and livelihoods;CL;Vertical mixing/stratification;STR;North;9;3;3;Demersal;Eastern;Eastern (North)
1454;23;Health issues;Wider society and economy implications;WS;Vertical mixing/stratification;STR;North;1;1;1;Demersal;Eastern;Eastern (North)
1455;24;Food security;Wider society and economy implications;WS;Vertical mixing/stratification;STR;North;1;1;1;Demersal;Eastern;Eastern (North)
1456;25;Recreational fisheries;Wider society and economy implications;WS;Vertical mixing/stratification;STR;North;1;1;1;Demersal;Eastern;Eastern (North)
1457;26;National income;Wider society and economy implications;WS;Vertical mixing/stratification;STR;North;1;1;1;Demersal;Eastern;Eastern (North)
1458;27;Tourism activities;Wider society and economy implications;WS;Vertical mixing/stratification;STR;North;1;1;1;Demersal;Eastern;Eastern (North)
1459;1;Catches composition;Fisheries resources;FR;Extreme weather events;EXT;North;6;3;2;Demersal;Eastern;Eastern (North)
1460;2;Species geographic distribution;Fisheries resources;FR;Extreme weather events;EXT;North;6;2;3;Demersal;Eastern;Eastern (North)
1461;3;Species bathymetric distribution;Fisheries resources;FR;Extreme weather events;EXT;North;12;4;3;Demersal;Eastern;Eastern (North)
1462;4;Trends in abundance/biomass;Fisheries resources;FR;Extreme weather events;EXT;North;4;2;2;Demersal;Eastern;Eastern (North)
1463;5;Abundance variability/changes year-class strength (including larval survival);Fisheries resources;FR;Extreme weather events;EXT;North;12;4;3;Demersal;Eastern;Eastern (North)
1464;6;Species phenology;Fisheries resources;FR;Extreme weather events;EXT;North;4;2;2;Demersal;Eastern;Eastern (North)
1465;7;Trophic structure;Fisheries resources;FR;Extreme weather events;EXT;North;4;2;2;Demersal;Eastern;Eastern (North)
1466;8;Life history traits (growth, reproduction);Fisheries resources;FR;Extreme weather events;EXT;North;4;2;2;Demersal;Eastern;Eastern (North)
1467;9;Migration patterns of targets species (timing and routes);Fisheries resources;FR;Extreme weather events;EXT;North;4;2;2;Demersal;Eastern;Eastern (North)
1468;10;Presence of non-native species;Fisheries resources;FR;Extreme weather events;EXT;North;6;2;3;Demersal;Eastern;Eastern (North)
1469;11;Fishers working conditions/number of accidents at sea;Fishing operations;FO;Extreme weather events;EXT;North;12;4;3;Demersal;Eastern;Eastern (North)
1470;12;Cost of post-harvesting (preservation);Fishing operations;FO;Extreme weather events;EXT;North;1;1;1;Demersal;Eastern;Eastern (North)
1471;13;Integrity of fishing assets (gears, vessels);Fishing operations;FO;Extreme weather events;EXT;North;6;2;3;Demersal;Eastern;Eastern (North)
1472;14;Efficiency of gears;Fishing operations;FO;Extreme weather events;EXT;North;9;3;3;Demersal;Eastern;Eastern (North)
1473;15;Fishing trips/days at sea;Fishing operations;FO;Extreme weather events;EXT;North;12;4;3;Demersal;Eastern;Eastern (North)
1474;16;Landing value;Communities and livelihoods;CL;Extreme weather events;EXT;North;12;4;3;Demersal;Eastern;Eastern (North)
1475;17;Employment rate female;Communities and livelihoods;CL;Extreme weather events;EXT;North;4;2;2;Demersal;Eastern;Eastern (North)
1476;18;Employment rate male;Communities and livelihoods;CL;Extreme weather events;EXT;North;9;3;3;Demersal;Eastern;Eastern (North)
1477;19;Contribution of fish products to food security;Communities and livelihoods;CL;Extreme weather events;EXT;North;1;1;1;Demersal;Eastern;Eastern (North)
1478;20;Safety of (coastal) communities;Communities and livelihoods;CL;Extreme weather events;EXT;North;4;2;2;Demersal;Eastern;Eastern (North)
1479;21;Cultural and heritage;Communities and livelihoods;CL;Extreme weather events;EXT;North;9;3;3;Demersal;Eastern;Eastern (North)
1480;22;Market opportunities (non-native species);Communities and livelihoods;CL;Extreme weather events;EXT;North;1;1;1;Demersal;Eastern;Eastern (North)
1481;23;Health issues;Wider society and economy implications;WS;Extreme weather events;EXT;North;1;1;1;Demersal;Eastern;Eastern (North)
1482;24;Food security;Wider society and economy implications;WS;Extreme weather events;EXT;North;1;1;1;Demersal;Eastern;Eastern (North)
1483;25;Recreational fisheries;Wider society and economy implications;WS;Extreme weather events;EXT;North;1;1;1;Demersal;Eastern;Eastern (North)
1484;26;National income;Wider society and economy implications;WS;Extreme weather events;EXT;North;1;1;1;Demersal;Eastern;Eastern (North)
1485;27;Tourism activities;Wider society and economy implications;WS;Extreme weather events;EXT;North;1;1;1;Demersal;Eastern;Eastern (North)
1486;1;Catches composition;Fisheries resources;FR;Mesoscale circulation;MC;North;4;2;2;Demersal;Eastern;Eastern (North)
1487;2;Species geographic distribution;Fisheries resources;FR;Mesoscale circulation;MC;North;9;3;3;Demersal;Eastern;Eastern (North)
1488;3;Species bathymetric distribution;Fisheries resources;FR;Mesoscale circulation;MC;North;9;3;3;Demersal;Eastern;Eastern (North)
1489;4;Trends in abundance/biomass;Fisheries resources;FR;Mesoscale circulation;MC;North;6;3;2;Demersal;Eastern;Eastern (North)
1490;5;Abundance variability/changes year-class strength (including larval survival);Fisheries resources;FR;Mesoscale circulation;MC;North;9;3;3;Demersal;Eastern;Eastern (North)
1491;6;Species phenology;Fisheries resources;FR;Mesoscale circulation;MC;North;4;2;2;Demersal;Eastern;Eastern (North)
1492;7;Trophic structure;Fisheries resources;FR;Mesoscale circulation;MC;North;1;1;1;Demersal;Eastern;Eastern (North)
1493;8;Life history traits (growth, reproduction);Fisheries resources;FR;Mesoscale circulation;MC;North;1;1;1;Demersal;Eastern;Eastern (North)
1494;9;Migration patterns of targets species (timing and routes);Fisheries resources;FR;Mesoscale circulation;MC;North;4;2;2;Demersal;Eastern;Eastern (North)
1495;10;Presence of non-native species;Fisheries resources;FR;Mesoscale circulation;MC;North;9;3;3;Demersal;Eastern;Eastern (North)
1496;11;Fishers working conditions/number of accidents at sea;Fishing operations;FO;Mesoscale circulation;MC;North;1;1;1;Demersal;Eastern;Eastern (North)
1497;12;Cost of post-harvesting (preservation);Fishing operations;FO;Mesoscale circulation;MC;North;4;2;2;Demersal;Eastern;Eastern (North)
1498;13;Integrity of fishing assets (gears, vessels);Fishing operations;FO;Mesoscale circulation;MC;North;1;1;1;Demersal;Eastern;Eastern (North)
1499;14;Efficiency of gears;Fishing operations;FO;Mesoscale circulation;MC;North;9;3;3;Demersal;Eastern;Eastern (North)
1500;15;Fishing trips/days at sea;Fishing operations;FO;Mesoscale circulation;MC;North;2;2;1;Demersal;Eastern;Eastern (North)
1501;16;Landing value;Communities and livelihoods;CL;Mesoscale circulation;MC;North;4;2;2;Demersal;Eastern;Eastern (North)
1502;17;Employment rate female;Communities and livelihoods;CL;Mesoscale circulation;MC;North;4;2;2;Demersal;Eastern;Eastern (North)
1503;18;Employment rate male;Communities and livelihoods;CL;Mesoscale circulation;MC;North;4;2;2;Demersal;Eastern;Eastern (North)
1504;19;Contribution of fish products to food security;Communities and livelihoods;CL;Mesoscale circulation;MC;North;1;1;1;Demersal;Eastern;Eastern (North)
1505;20;Safety of (coastal) communities;Communities and livelihoods;CL;Mesoscale circulation;MC;North;1;1;1;Demersal;Eastern;Eastern (North)
1506;21;Cultural and heritage;Communities and livelihoods;CL;Mesoscale circulation;MC;North;6;3;2;Demersal;Eastern;Eastern (North)
1507;22;Market opportunities (non-native species);Communities and livelihoods;CL;Mesoscale circulation;MC;North;1;1;1;Demersal;Eastern;Eastern (North)
1508;23;Health issues;Wider society and economy implications;WS;Mesoscale circulation;MC;North;1;1;1;Demersal;Eastern;Eastern (North)
1509;24;Food security;Wider society and economy implications;WS;Mesoscale circulation;MC;North;1;1;1;Demersal;Eastern;Eastern (North)
1510;25;Recreational fisheries;Wider society and economy implications;WS;Mesoscale circulation;MC;North;1;1;1;Demersal;Eastern;Eastern (North)
1511;26;National income;Wider society and economy implications;WS;Mesoscale circulation;MC;North;1;1;1;Demersal;Eastern;Eastern (North)
1512;27;Tourism activities;Wider society and economy implications;WS;Mesoscale circulation;MC;North;1;1;1;Demersal;Eastern;Eastern (North)
1513;1;Catches composition;Fisheries resources;FR;Increase in SST;SST;South;9;3;3;Demersal;Eastern;Eastern (South)
1514;2;Species geographic distribution;Fisheries resources;FR;Increase in SST;SST;South;12;4;3;Demersal;Eastern;Eastern (South)
1515;3;Species bathymetric distribution;Fisheries resources;FR;Increase in SST;SST;South;9;3;3;Demersal;Eastern;Eastern (South)
1516;4;Trends in abundance/biomass;Fisheries resources;FR;Increase in SST;SST;South;12;3;4;Demersal;Eastern;Eastern (South)
1517;5;Abundance variability/changes year-class strength (including larval survival);Fisheries resources;FR;Increase in SST;SST;South;16;4;4;Demersal;Eastern;Eastern (South)
1518;6;Species phenology;Fisheries resources;FR;Increase in SST;SST;South;8;4;2;Demersal;Eastern;Eastern (South)
